2023-10-06 23:49:01 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [1/200] Loss:[0.2734] Train:[77.75] Val:[24.57] Biased Test:[32.04] Update Biased Test:[32.04] Best Biased Test:[32.04]| Unbiased Test:[17.48]  Update Unbiased Test:[17.48] Best Unbiased Test:[17.48]| epoch:[0] | Time:[0.35 min] | [23.87%] [23.67%] [37.37%] [15.08%] [0.00%]
2023-10-06 23:49:20 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [2/200] Loss:[0.0806] Train:[32.85] Val:[23.38] Biased Test:[16.79] Update Biased Test:[32.04] Best Biased Test:[32.04]| Unbiased Test:[27.49]  Update Unbiased Test:[17.48] Best Unbiased Test:[27.49]| epoch:[0] | Time:[0.67 min] | [40.18%] [26.05%] [29.66%] [4.12%] [0.00%]
2023-10-06 23:49:40 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [3/200] Loss:[0.0727] Train:[18.92] Val:[29.49] Biased Test:[14.20] Update Biased Test:[14.20] Best Biased Test:[32.04]| Unbiased Test:[41.27]  Update Unbiased Test:[41.27] Best Unbiased Test:[41.27]| epoch:[2] | Time:[0.99 min] | [43.15%] [33.93%] [22.92%] [0.00%] [0.00%]
2023-10-06 23:49:59 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [4/200] Loss:[0.0807] Train:[20.95] Val:[21.64] Biased Test:[10.09] Update Biased Test:[14.20] Best Biased Test:[32.04]| Unbiased Test:[31.26]  Update Unbiased Test:[41.27] Best Unbiased Test:[41.27]| epoch:[2] | Time:[1.31 min] | [44.20%] [36.90%] [18.89%] [0.00%] [0.00%]
2023-10-06 23:50:20 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [5/200] Loss:[0.0714] Train:[15.04] Val:[37.00] Biased Test:[29.00] Update Biased Test:[29.00] Best Biased Test:[32.04]| Unbiased Test:[43.01]  Update Unbiased Test:[43.01] Best Unbiased Test:[43.01]| epoch:[4] | Time:[1.66 min] | [36.46%] [27.38%] [36.16%] [0.00%] [0.00%]
2023-10-06 23:50:39 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [6/200] Loss:[0.0904] Train:[27.14] Val:[26.13] Biased Test:[18.20] Update Biased Test:[29.00] Best Biased Test:[32.04]| Unbiased Test:[32.28]  Update Unbiased Test:[43.01] Best Unbiased Test:[43.01]| epoch:[4] | Time:[1.98 min] | [41.30%] [14.67%] [44.03%] [0.00%] [0.00%]
2023-10-06 23:50:58 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [7/200] Loss:[0.0589] Train:[23.34] Val:[28.82] Biased Test:[17.00] Update Biased Test:[29.00] Best Biased Test:[32.04]| Unbiased Test:[38.76]  Update Unbiased Test:[43.01] Best Unbiased Test:[43.01]| epoch:[4] | Time:[2.30 min] | [40.65%] [19.15%] [40.20%] [0.00%] [0.00%]
2023-10-06 23:51:18 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [8/200] Loss:[0.0679] Train:[22.10] Val:[28.41] Biased Test:[16.35] Update Biased Test:[29.00] Best Biased Test:[32.04]| Unbiased Test:[37.23]  Update Unbiased Test:[43.01] Best Unbiased Test:[43.01]| epoch:[4] | Time:[2.62 min] | [34.40%] [25.57%] [40.03%] [0.00%] [0.00%]
2023-10-06 23:51:37 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [9/200] Loss:[0.0685] Train:[23.43] Val:[33.46] Biased Test:[26.76] Update Biased Test:[29.00] Best Biased Test:[32.04]| Unbiased Test:[39.26]  Update Unbiased Test:[43.01] Best Unbiased Test:[43.01]| epoch:[4] | Time:[2.95 min] | [39.84%] [22.14%] [38.01%] [0.00%] [0.00%]
2023-10-06 23:51:57 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [10/200] Loss:[0.0654] Train:[25.36] Val:[21.80] Biased Test:[16.24] Update Biased Test:[29.00] Best Biased Test:[32.04]| Unbiased Test:[26.59]  Update Unbiased Test:[43.01] Best Unbiased Test:[43.01]| epoch:[4] | Time:[3.28 min] | [41.39%] [15.26%] [43.35%] [0.00%] [0.00%]
2023-10-06 23:52:17 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [11/200] Loss:[0.0475] Train:[26.07] Val:[36.19] Biased Test:[25.60] Update Biased Test:[29.00] Best Biased Test:[32.04]| Unbiased Test:[45.31]  Update Unbiased Test:[43.01] Best Unbiased Test:[45.31]| epoch:[4] | Time:[3.60 min] | [43.04%] [15.56%] [37.10%] [4.30%] [0.00%]
