2023-10-05 21:45:21 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [1/200] Loss:[0.4794] Train:[85.11] Val:[49.08] Biased Test:[94.82] Update Biased Test:[94.82] Best Biased Test:[94.82]| Unbiased Test:[10.04]  Update Unbiased Test:[10.04] Best Unbiased Test:[10.04]| epoch:[0] | Time:[0.37 min] | [5.05%] [29.80%] [50.28%] [10.70%] [4.17%]
2023-10-05 21:45:41 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [2/200] Loss:[0.2732] Train:[95.11] Val:[49.14] Biased Test:[94.91] Update Biased Test:[94.91] Best Biased Test:[94.91]| Unbiased Test:[10.06]  Update Unbiased Test:[10.06] Best Unbiased Test:[10.06]| epoch:[1] | Time:[0.71 min] | [11.07%] [30.45%] [44.07%] [5.96%] [8.46%]
2023-10-05 21:46:01 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [3/200] Loss:[0.2665] Train:[95.10] Val:[49.18] Biased Test:[94.96] Update Biased Test:[94.96] Best Biased Test:[94.96]| Unbiased Test:[9.96]  Update Unbiased Test:[9.96] Best Unbiased Test:[10.06]| epoch:[2] | Time:[1.04 min] | [11.92%] [35.08%] [40.64%] [5.89%] [6.47%]
2023-10-05 21:46:21 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [4/200] Loss:[0.2502] Train:[95.13] Val:[49.18] Biased Test:[94.94] Update Biased Test:[94.96] Best Biased Test:[94.96]| Unbiased Test:[9.98]  Update Unbiased Test:[9.96] Best Unbiased Test:[10.06]| epoch:[2] | Time:[1.38 min] | [12.37%] [51.09%] [26.28%] [4.68%] [5.58%]
2023-10-05 21:46:41 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [5/200] Loss:[0.2915] Train:[94.84] Val:[41.46] Biased Test:[77.28] Update Biased Test:[94.96] Best Biased Test:[94.96]| Unbiased Test:[9.96]  Update Unbiased Test:[9.96] Best Unbiased Test:[10.06]| epoch:[2] | Time:[1.71 min] | [15.08%] [53.43%] [23.67%] [3.64%] [4.17%]
2023-10-05 21:47:01 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [6/200] Loss:[0.3109] Train:[94.52] Val:[42.24] Biased Test:[79.04] Update Biased Test:[94.96] Best Biased Test:[94.96]| Unbiased Test:[11.39]  Update Unbiased Test:[9.96] Best Unbiased Test:[11.39]| epoch:[2] | Time:[2.04 min] | [14.65%] [62.03%] [16.22%] [1.94%] [5.15%]
2023-10-05 21:47:22 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [7/200] Loss:[0.3341] Train:[94.28] Val:[44.92] Biased Test:[85.70] Update Biased Test:[94.96] Best Biased Test:[94.96]| Unbiased Test:[10.01]  Update Unbiased Test:[9.96] Best Unbiased Test:[11.39]| epoch:[2] | Time:[2.38 min] | [22.37%] [58.57%] [10.59%] [3.88%] [4.59%]
2023-10-05 21:47:42 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [8/200] Loss:[0.3230] Train:[94.01] Val:[48.98] Biased Test:[94.01] Update Biased Test:[94.96] Best Biased Test:[94.96]| Unbiased Test:[10.25]  Update Unbiased Test:[9.96] Best Unbiased Test:[11.39]| epoch:[2] | Time:[2.72 min] | [22.60%] [58.19%] [9.67%] [5.82%] [3.72%]
2023-10-05 21:48:02 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [9/200] Loss:[0.3979] Train:[91.93] Val:[49.06] Biased Test:[94.87] Update Biased Test:[94.96] Best Biased Test:[94.96]| Unbiased Test:[10.00]  Update Unbiased Test:[9.96] Best Unbiased Test:[11.39]| epoch:[2] | Time:[3.05 min] | [9.90%] [69.73%] [7.35%] [5.78%] [7.24%]
2023-10-05 21:48:22 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [10/200] Loss:[0.3177] Train:[94.90] Val:[49.18] Biased Test:[94.95] Update Biased Test:[94.96] Best Biased Test:[94.96]| Unbiased Test:[10.01]  Update Unbiased Test:[9.96] Best Unbiased Test:[11.39]| epoch:[2] | Time:[3.39 min] | [10.23%] [65.92%] [6.63%] [5.19%] [12.02%]
2023-10-05 21:48:42 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [11/200] Loss:[0.3013] Train:[94.85] Val:[49.08] Biased Test:[94.26] Update Biased Test:[94.96] Best Biased Test:[94.96]| Unbiased Test:[10.75]  Update Unbiased Test:[9.96] Best Unbiased Test:[11.39]| epoch:[2] | Time:[3.72 min] | [7.14%] [71.65%] [5.82%] [4.52%] [10.87%]
