2023-10-05 23:17:57 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [1/200] Loss:[0.5238] Train:[86.51] Val:[49.28] Biased Test:[94.92] Update Biased Test:[94.92] Best Biased Test:[94.92]| Unbiased Test:[10.12]  Update Unbiased Test:[10.12] Best Unbiased Test:[10.12]| epoch:[0] | Time:[0.32 min] | [0.00%] [1.52%] [52.74%] [43.25%] [2.50%]
2023-10-05 23:18:14 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [2/200] Loss:[0.3740] Train:[94.73] Val:[44.92] Biased Test:[85.72] Update Biased Test:[94.92] Best Biased Test:[94.92]| Unbiased Test:[10.03]  Update Unbiased Test:[10.12] Best Unbiased Test:[10.12]| epoch:[0] | Time:[0.60 min] | [0.00%] [0.00%] [46.78%] [52.32%] [0.90%]
2023-10-05 23:18:32 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [3/200] Loss:[0.3990] Train:[93.23] Val:[46.96] Biased Test:[89.70] Update Biased Test:[94.92] Best Biased Test:[94.92]| Unbiased Test:[9.59]  Update Unbiased Test:[10.12] Best Unbiased Test:[10.12]| epoch:[0] | Time:[0.89 min] | [0.00%] [0.00%] [42.62%] [54.24%] [3.14%]
2023-10-05 23:18:49 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [4/200] Loss:[0.3559] Train:[94.27] Val:[47.14] Biased Test:[90.07] Update Biased Test:[94.92] Best Biased Test:[94.92]| Unbiased Test:[9.69]  Update Unbiased Test:[10.12] Best Unbiased Test:[10.12]| epoch:[0] | Time:[1.18 min] | [0.00%] [0.00%] [46.41%] [46.34%] [7.25%]
2023-10-05 23:19:07 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [5/200] Loss:[0.3421] Train:[94.74] Val:[45.06] Biased Test:[85.21] Update Biased Test:[94.92] Best Biased Test:[94.92]| Unbiased Test:[10.02]  Update Unbiased Test:[10.12] Best Unbiased Test:[10.12]| epoch:[0] | Time:[1.48 min] | [0.00%] [1.53%] [43.42%] [46.73%] [8.32%]
2023-10-05 23:19:24 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [6/200] Loss:[0.3190] Train:[94.59] Val:[49.04] Biased Test:[94.61] Update Biased Test:[94.92] Best Biased Test:[94.92]| Unbiased Test:[10.11]  Update Unbiased Test:[10.12] Best Unbiased Test:[10.12]| epoch:[0] | Time:[1.76 min] | [0.00%] [0.69%] [40.26%] [49.13%] [9.92%]
2023-10-05 23:19:41 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [7/200] Loss:[0.2968] Train:[94.32] Val:[49.18] Biased Test:[94.93] Update Biased Test:[94.92] Best Biased Test:[94.93]| Unbiased Test:[10.03]  Update Unbiased Test:[10.12] Best Unbiased Test:[10.12]| epoch:[0] | Time:[2.05 min] | [0.00%] [0.23%] [50.53%] [37.87%] [11.37%]
2023-10-05 23:19:59 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [8/200] Loss:[0.2805] Train:[95.10] Val:[47.70] Biased Test:[89.94] Update Biased Test:[94.92] Best Biased Test:[94.93]| Unbiased Test:[10.96]  Update Unbiased Test:[10.12] Best Unbiased Test:[10.96]| epoch:[0] | Time:[2.34 min] | [0.00%] [0.47%] [54.10%] [31.97%] [13.46%]
2023-10-05 23:20:16 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [9/200] Loss:[0.2929] Train:[94.55] Val:[49.18] Biased Test:[94.96] Update Biased Test:[94.92] Best Biased Test:[94.96]| Unbiased Test:[9.97]  Update Unbiased Test:[10.12] Best Unbiased Test:[10.96]| epoch:[0] | Time:[2.63 min] | [0.00%] [0.10%] [51.90%] [32.49%] [15.51%]
2023-10-05 23:20:33 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [10/200] Loss:[0.3006] Train:[95.10] Val:[49.18] Biased Test:[94.96] Update Biased Test:[94.92] Best Biased Test:[94.96]| Unbiased Test:[9.99]  Update Unbiased Test:[10.12] Best Unbiased Test:[10.96]| epoch:[0] | Time:[2.91 min] | [0.00%] [1.41%] [54.39%] [28.47%] [15.74%]
2023-10-05 23:20:50 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [11/200] Loss:[0.2954] Train:[95.02] Val:[48.16] Biased Test:[91.96] Update Biased Test:[94.92] Best Biased Test:[94.96]| Unbiased Test:[10.04]  Update Unbiased Test:[10.12] Best Unbiased Test:[10.96]| epoch:[0] | Time:[3.20 min] | [0.00%] [0.04%] [45.47%] [41.73%] [12.77%]
