2023-10-07 02:10:00 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [1/200] Loss:[0.8849] Train:[71.77] Val:[45.86] Biased Test:[68.10] Update Biased Test:[68.10] Best Biased Test:[68.10]| Unbiased Test:[16.45]  Update Unbiased Test:[16.45] Best Unbiased Test:[16.45]| epoch:[0] | Time:[0.34 min] | [0.33%] [3.20%] [68.41%] [25.23%] [2.84%]
2023-10-07 02:10:19 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [2/200] Loss:[0.6251] Train:[81.31] Val:[25.37] Biased Test:[31.47] Update Biased Test:[68.10] Best Biased Test:[68.10]| Unbiased Test:[17.78]  Update Unbiased Test:[16.45] Best Unbiased Test:[17.78]| epoch:[0] | Time:[0.65 min] | [0.00%] [1.91%] [47.74%] [49.00%] [1.35%]
2023-10-07 02:10:38 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [3/200] Loss:[0.5522] Train:[82.87] Val:[42.87] Biased Test:[54.01] Update Biased Test:[68.10] Best Biased Test:[68.10]| Unbiased Test:[29.41]  Update Unbiased Test:[16.45] Best Unbiased Test:[29.41]| epoch:[0] | Time:[0.97 min] | [0.00%] [1.26%] [46.24%] [43.57%] [8.93%]
2023-10-07 02:10:59 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [4/200] Loss:[0.4593] Train:[84.40] Val:[36.38] Biased Test:[44.61] Update Biased Test:[68.10] Best Biased Test:[68.10]| Unbiased Test:[22.66]  Update Unbiased Test:[16.45] Best Unbiased Test:[29.41]| epoch:[0] | Time:[1.31 min] | [0.00%] [1.10%] [52.59%] [30.92%] [15.39%]
2023-10-07 02:11:18 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [5/200] Loss:[0.3740] Train:[86.10] Val:[63.01] Biased Test:[77.28] Update Biased Test:[77.28] Best Biased Test:[77.28]| Unbiased Test:[44.60]  Update Unbiased Test:[44.60] Best Unbiased Test:[44.60]| epoch:[4] | Time:[1.62 min] | [0.00%] [2.97%] [54.30%] [25.73%] [17.00%]
2023-10-07 02:11:37 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [6/200] Loss:[0.3209] Train:[87.34] Val:[65.19] Biased Test:[81.96] Update Biased Test:[81.96] Best Biased Test:[81.96]| Unbiased Test:[42.18]  Update Unbiased Test:[42.18] Best Unbiased Test:[44.60]| epoch:[5] | Time:[1.94 min] | [0.00%] [5.30%] [56.19%] [21.18%] [17.32%]
2023-10-07 02:11:56 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [7/200] Loss:[0.3076] Train:[87.72] Val:[67.46] Biased Test:[83.52] Update Biased Test:[83.52] Best Biased Test:[83.52]| Unbiased Test:[45.74]  Update Unbiased Test:[45.74] Best Unbiased Test:[45.74]| epoch:[6] | Time:[2.25 min] | [0.58%] [14.29%] [49.12%] [20.12%] [15.89%]
2023-10-07 02:12:15 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [8/200] Loss:[0.3086] Train:[87.84] Val:[66.50] Biased Test:[80.39] Update Biased Test:[83.52] Best Biased Test:[83.52]| Unbiased Test:[46.49]  Update Unbiased Test:[45.74] Best Unbiased Test:[46.49]| epoch:[6] | Time:[2.57 min] | [2.28%] [20.31%] [44.47%] [18.60%] [14.35%]
2023-10-07 02:12:33 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [9/200] Loss:[0.3467] Train:[87.48] Val:[69.78] Biased Test:[83.82] Update Biased Test:[83.82] Best Biased Test:[83.82]| Unbiased Test:[51.01]  Update Unbiased Test:[51.01] Best Unbiased Test:[51.01]| epoch:[8] | Time:[2.88 min] | [9.23%] [23.84%] [32.34%] [20.39%] [14.20%]
2023-10-07 02:12:52 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [10/200] Loss:[0.2836] Train:[88.81] Val:[72.34] Biased Test:[87.01] Update Biased Test:[87.01] Best Biased Test:[87.01]| Unbiased Test:[51.69]  Update Unbiased Test:[51.69] Best Unbiased Test:[51.69]| epoch:[9] | Time:[3.19 min] | [15.70%] [32.44%] [17.39%] [17.10%] [17.36%]
2023-10-07 02:13:11 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [11/200] Loss:[0.2576] Train:[89.38] Val:[67.25] Biased Test:[80.76] Update Biased Test:[87.01] Best Biased Test:[87.01]| Unbiased Test:[47.89]  Update Unbiased Test:[51.69] Best Unbiased Test:[51.69]| epoch:[9] | Time:[3.51 min] | [15.75%] [33.90%] [16.90%] [20.62%] [12.83%]
