2023-10-06 01:16:42 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [1/200] Loss:[0.2929] Train:[65.19] Val:[10.10] Biased Test:[10.14] Update Biased Test:[10.14] Best Biased Test:[10.14]| Unbiased Test:[10.20]  Update Unbiased Test:[10.20] Best Unbiased Test:[10.20]| epoch:[0] | Time:[0.32 min] | [12.83%] [15.09%] [64.44%] [7.63%] [0.00%]
2023-10-06 01:17:00 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [2/200] Loss:[0.1292] Train:[3.12] Val:[5.02] Biased Test:[0.56] Update Biased Test:[10.14] Best Biased Test:[10.14]| Unbiased Test:[9.45]  Update Unbiased Test:[10.20] Best Unbiased Test:[10.20]| epoch:[0] | Time:[0.62 min] | [10.46%] [41.18%] [47.22%] [1.14%] [0.00%]
2023-10-06 01:17:18 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [3/200] Loss:[0.1216] Train:[2.23] Val:[5.54] Biased Test:[0.61] Update Biased Test:[10.14] Best Biased Test:[10.14]| Unbiased Test:[10.43]  Update Unbiased Test:[10.20] Best Unbiased Test:[10.43]| epoch:[0] | Time:[0.91 min] | [19.76%] [58.43%] [21.67%] [0.14%] [0.00%]
2023-10-06 01:17:35 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [4/200] Loss:[0.1111] Train:[0.58] Val:[6.28] Biased Test:[0.67] Update Biased Test:[10.14] Best Biased Test:[10.14]| Unbiased Test:[10.86]  Update Unbiased Test:[10.20] Best Unbiased Test:[10.86]| epoch:[0] | Time:[1.20 min] | [18.96%] [59.37%] [21.32%] [0.35%] [0.00%]
2023-10-06 01:17:53 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [5/200] Loss:[0.1042] Train:[0.77] Val:[6.80] Biased Test:[0.81] Update Biased Test:[10.14] Best Biased Test:[10.14]| Unbiased Test:[12.95]  Update Unbiased Test:[10.20] Best Unbiased Test:[12.95]| epoch:[0] | Time:[1.49 min] | [21.58%] [53.31%] [23.70%] [1.41%] [0.00%]
2023-10-06 01:18:10 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [6/200] Loss:[0.1129] Train:[0.73] Val:[7.58] Biased Test:[1.92] Update Biased Test:[10.14] Best Biased Test:[10.14]| Unbiased Test:[12.48]  Update Unbiased Test:[10.20] Best Unbiased Test:[12.95]| epoch:[0] | Time:[1.78 min] | [17.20%] [56.78%] [26.01%] [0.02%] [0.00%]
2023-10-06 01:18:27 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [7/200] Loss:[0.1105] Train:[5.76] Val:[6.26] Biased Test:[0.64] Update Biased Test:[10.14] Best Biased Test:[10.14]| Unbiased Test:[11.34]  Update Unbiased Test:[10.20] Best Unbiased Test:[12.95]| epoch:[0] | Time:[2.07 min] | [16.19%] [57.79%] [22.53%] [3.49%] [0.00%]
2023-10-06 01:18:45 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [8/200] Loss:[0.1051] Train:[3.09] Val:[8.88] Biased Test:[0.97] Update Biased Test:[10.14] Best Biased Test:[10.14]| Unbiased Test:[16.53]  Update Unbiased Test:[10.20] Best Unbiased Test:[16.53]| epoch:[0] | Time:[2.36 min] | [15.32%] [74.86%] [9.74%] [0.08%] [0.00%]
2023-10-06 01:19:03 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [9/200] Loss:[0.1259] Train:[2.25] Val:[10.74] Biased Test:[1.07] Update Biased Test:[1.07] Best Biased Test:[10.14]| Unbiased Test:[19.39]  Update Unbiased Test:[19.39] Best Unbiased Test:[19.39]| epoch:[8] | Time:[2.66 min] | [14.74%] [84.43%] [0.82%] [0.00%] [0.00%]
2023-10-06 01:19:20 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [10/200] Loss:[0.1174] Train:[5.97] Val:[11.04] Biased Test:[1.38] Update Biased Test:[1.38] Best Biased Test:[10.14]| Unbiased Test:[19.51]  Update Unbiased Test:[19.51] Best Unbiased Test:[19.51]| epoch:[9] | Time:[2.95 min] | [14.57%] [85.43%] [0.00%] [0.00%] [0.00%]
2023-10-06 01:19:38 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [11/200] Loss:[0.1018] Train:[1.97] Val:[10.14] Biased Test:[0.94] Update Biased Test:[1.38] Best Biased Test:[10.14]| Unbiased Test:[19.25]  Update Unbiased Test:[19.51] Best Unbiased Test:[19.51]| epoch:[9] | Time:[3.24 min] | [13.69%] [86.31%] [0.00%] [0.00%] [0.00%]
2023-10-06 01:19:55 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [12/200] Loss:[0.0975] Train:[1.38] Val:[9.20] Biased Test:[1.07] Update Biased Test:[1.38] Best Biased Test:[10.14]| Unbiased Test:[16.31]  Update Unbiased Test:[19.51] Best Unbiased Test:[19.51]| epoch:[9] | Time:[3.53 min] | [12.44%] [87.56%] [0.00%] [0.00%] [0.00%]
2023-10-06 01:20:13 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [13/200] Loss:[0.1057] Train:[1.44] Val:[9.88] Biased Test:[1.05] Update Biased Test:[1.38] Best Biased Test:[10.14]| Unbiased Test:[17.91]  Update Unbiased Test:[19.51] Best Unbiased Test:[19.51]| epoch:[9] | Time:[3.83 min] | [10.49%] [89.51%] [0.00%] [0.00%] [0.00%]
2023-10-06 01:20:30 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [14/200] Loss:[0.1061] Train:[4.07] Val:[14.12] Biased Test:[3.37] Update Biased Test:[3.37] Best Biased Test:[10.14]| Unbiased Test:[25.25]  Update Unbiased Test:[25.25] Best Unbiased Test:[25.25]| epoch:[13] | Time:[4.12 min] | [13.99%] [86.01%] [0.00%] [0.00%] [0.00%]
2023-10-06 01:20:48 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [15/200] Loss:[0.1034] Train:[2.11] Val:[13.14] Biased Test:[1.73] Update Biased Test:[3.37] Best Biased Test:[10.14]| Unbiased Test:[24.08]  Update Unbiased Test:[25.25] Best Unbiased Test:[25.25]| epoch:[13] | Time:[4.40 min] | [15.63%] [84.37%] [0.00%] [0.00%] [0.00%]
