2023-10-07 18:20:16 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [1/200] Loss:[0.5676] Train:[31.66] Val:[5.70] Biased Test:[2.14] Update Biased Test:[2.14] Best Biased Test:[2.14]| Unbiased Test:[10.35]  Update Unbiased Test:[10.35] Best Unbiased Test:[10.35]| epoch:[0] | Time:[0.31 min] | [17.99%] [47.81%] [28.89%] [5.30%] [0.00%]
2023-10-07 18:20:34 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [2/200] Loss:[0.3892] Train:[3.95] Val:[7.68] Biased Test:[2.59] Update Biased Test:[2.59] Best Biased Test:[2.59]| Unbiased Test:[12.07]  Update Unbiased Test:[12.07] Best Unbiased Test:[12.07]| epoch:[1] | Time:[0.60 min] | [49.82%] [37.12%] [13.06%] [0.00%] [0.00%]
2023-10-07 18:20:51 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [3/200] Loss:[0.3669] Train:[4.39] Val:[8.66] Biased Test:[3.12] Update Biased Test:[3.12] Best Biased Test:[3.12]| Unbiased Test:[14.34]  Update Unbiased Test:[14.34] Best Unbiased Test:[14.34]| epoch:[2] | Time:[0.88 min] | [50.48%] [35.12%] [14.40%] [0.00%] [0.00%]
2023-10-07 18:21:08 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [4/200] Loss:[0.3591] Train:[5.55] Val:[12.44] Biased Test:[4.03] Update Biased Test:[4.03] Best Biased Test:[4.03]| Unbiased Test:[17.99]  Update Unbiased Test:[17.99] Best Unbiased Test:[17.99]| epoch:[3] | Time:[1.16 min] | [44.76%] [29.34%] [25.90%] [0.00%] [0.00%]
2023-10-07 18:21:24 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [5/200] Loss:[0.3364] Train:[6.97] Val:[15.64] Biased Test:[4.42] Update Biased Test:[4.42] Best Biased Test:[4.42]| Unbiased Test:[20.53]  Update Unbiased Test:[20.53] Best Unbiased Test:[20.53]| epoch:[4] | Time:[1.43 min] | [37.75%] [34.92%] [27.33%] [0.00%] [0.00%]
2023-10-07 18:21:41 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [6/200] Loss:[0.3079] Train:[10.92] Val:[19.78] Biased Test:[10.78] Update Biased Test:[10.78] Best Biased Test:[10.78]| Unbiased Test:[22.31]  Update Unbiased Test:[22.31] Best Unbiased Test:[22.31]| epoch:[5] | Time:[1.71 min] | [45.05%] [43.32%] [11.64%] [0.00%] [0.00%]
2023-10-07 18:21:57 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [7/200] Loss:[0.2791] Train:[10.67] Val:[20.32] Biased Test:[6.61] Update Biased Test:[6.61] Best Biased Test:[10.78]| Unbiased Test:[25.21]  Update Unbiased Test:[25.21] Best Unbiased Test:[25.21]| epoch:[6] | Time:[1.98 min] | [46.30%] [40.63%] [13.07%] [0.00%] [0.00%]
2023-10-07 18:22:14 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [8/200] Loss:[0.2575] Train:[12.57] Val:[18.18] Biased Test:[8.08] Update Biased Test:[6.61] Best Biased Test:[10.78]| Unbiased Test:[20.85]  Update Unbiased Test:[25.21] Best Unbiased Test:[25.21]| epoch:[6] | Time:[2.26 min] | [36.29%] [37.97%] [25.74%] [0.00%] [0.00%]
2023-10-07 18:22:30 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [9/200] Loss:[0.2495] Train:[18.58] Val:[9.72] Biased Test:[3.22] Update Biased Test:[6.61] Best Biased Test:[10.78]| Unbiased Test:[14.65]  Update Unbiased Test:[25.21] Best Unbiased Test:[25.21]| epoch:[6] | Time:[2.54 min] | [36.59%] [28.54%] [34.88%] [0.00%] [0.00%]
2023-10-07 18:22:47 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [10/200] Loss:[0.2477] Train:[21.11] Val:[26.36] Biased Test:[9.94] Update Biased Test:[9.94] Best Biased Test:[10.78]| Unbiased Test:[28.08]  Update Unbiased Test:[28.08] Best Unbiased Test:[28.08]| epoch:[9] | Time:[2.81 min] | [27.04%] [33.57%] [37.76%] [1.63%] [0.00%]
2023-10-07 18:23:04 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [11/200] Loss:[0.2401] Train:[22.03] Val:[20.16] Biased Test:[14.32] Update Biased Test:[9.94] Best Biased Test:[14.32]| Unbiased Test:[23.85]  Update Unbiased Test:[28.08] Best Unbiased Test:[28.08]| epoch:[9] | Time:[3.09 min] | [23.97%] [36.32%] [32.28%] [7.43%] [0.00%]
2023-10-07 18:23:20 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [12/200] Loss:[0.2175] Train:[27.45] Val:[23.16] Biased Test:[10.95] Update Biased Test:[9.94] Best Biased Test:[14.32]| Unbiased Test:[27.37]  Update Unbiased Test:[28.08] Best Unbiased Test:[28.08]| epoch:[9] | Time:[3.36 min] | [21.60%] [39.33%] [27.02%] [12.04%] [0.00%]
2023-10-07 18:23:37 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [13/200] Loss:[0.2350] Train:[27.14] Val:[34.80] Biased Test:[19.65] Update Biased Test:[19.65] Best Biased Test:[19.65]| Unbiased Test:[31.49]  Update Unbiased Test:[31.49] Best Unbiased Test:[31.49]| epoch:[12] | Time:[3.64 min] | [22.91%] [38.44%] [23.87%] [14.78%] [0.00%]
2023-10-07 18:23:54 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [14/200] Loss:[0.2089] Train:[32.09] Val:[25.38] Biased Test:[13.12] Update Biased Test:[19.65] Best Biased Test:[19.65]| Unbiased Test:[30.08]  Update Unbiased Test:[31.49] Best Unbiased Test:[31.49]| epoch:[12] | Time:[3.92 min] | [18.98%] [39.84%] [16.93%] [24.23%] [0.02%]
2023-10-07 18:24:11 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [15/200] Loss:[0.2276] Train:[34.13] Val:[29.18] Biased Test:[21.88] Update Biased Test:[19.65] Best Biased Test:[21.88]| Unbiased Test:[30.17]  Update Unbiased Test:[31.49] Best Unbiased Test:[31.49]| epoch:[12] | Time:[4.20 min] | [16.81%] [34.45%] [17.55%] [27.25%] [3.95%]
2023-10-07 18:24:27 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [16/200] Loss:[0.1921] Train:[38.40] Val:[36.42] Biased Test:[20.30] Update Biased Test:[20.30] Best Biased Test:[21.88]| Unbiased Test:[35.20]  Update Unbiased Test:[35.20] Best Unbiased Test:[35.20]| epoch:[15] | Time:[4.48 min] | [16.46%] [27.08%] [23.97%] [30.07%] [2.42%]
2023-10-07 18:24:44 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [17/200] Loss:[0.2013] Train:[37.15] Val:[36.40] Biased Test:[21.41] Update Biased Test:[20.30] Best Biased Test:[21.88]| Unbiased Test:[34.25]  Update Unbiased Test:[35.20] Best Unbiased Test:[35.20]| epoch:[15] | Time:[4.76 min] | [17.25%] [29.39%] [17.77%] [26.08%] [9.52%]
