2023-11-28 16:29:35 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [1/200] Loss:[0.2954] Train:[64.30] Val:[19.04] Biased Test:[28.05] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[9.54]  Update Unbiased Test:[9.54] Best Unbiased Test:[9.54]| Unseen Test:[10.89]  Update Unseen Test:[10.89] Best Unseen Test:[10.89]| epoch:[0] | Time:[0.17 min] | [8.36%] [34.07%] [36.95%] [19.08%] [1.53%]
2023-11-28 16:29:44 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [2/200] Loss:[0.1192] Train:[11.63] Val:[5.88] Biased Test:[0.64] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[10.76]  Update Unbiased Test:[9.54] Best Unbiased Test:[10.76]| Unseen Test:[11.40]  Update Unseen Test:[10.89] Best Unseen Test:[11.40]| epoch:[0] | Time:[0.32 min] | [21.41%] [46.51%] [16.08%] [15.40%] [0.61%]
2023-11-28 16:29:53 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [3/200] Loss:[0.1124] Train:[3.79] Val:[6.40] Biased Test:[0.59] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[11.66]  Update Unbiased Test:[9.54] Best Unbiased Test:[11.66]| Unseen Test:[10.34]  Update Unseen Test:[10.89] Best Unseen Test:[11.40]| epoch:[0] | Time:[0.47 min] | [29.63%] [43.53%] [12.24%] [12.96%] [1.65%]
2023-11-28 16:30:01 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [4/200] Loss:[0.1107] Train:[0.56] Val:[5.90] Biased Test:[0.64] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[11.13]  Update Unbiased Test:[9.54] Best Unbiased Test:[11.66]| Unseen Test:[11.35]  Update Unseen Test:[10.89] Best Unseen Test:[11.40]| epoch:[0] | Time:[0.60 min] | [27.50%] [43.83%] [15.64%] [12.40%] [0.63%]
2023-11-28 16:30:09 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [5/200] Loss:[0.1456] Train:[3.92] Val:[7.18] Biased Test:[0.72] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[13.07]  Update Unbiased Test:[9.54] Best Unbiased Test:[13.07]| Unseen Test:[11.53]  Update Unseen Test:[10.89] Best Unseen Test:[11.53]| epoch:[0] | Time:[0.74 min] | [25.67%] [49.61%] [20.25%] [4.47%] [0.00%]
2023-11-28 16:30:16 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [6/200] Loss:[0.1423] Train:[13.15] Val:[7.30] Biased Test:[0.61] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[11.44]  Update Unbiased Test:[9.54] Best Unbiased Test:[13.07]| Unseen Test:[10.79]  Update Unseen Test:[10.89] Best Unseen Test:[11.53]| epoch:[0] | Time:[0.87 min] | [31.14%] [45.46%] [10.14%] [13.17%] [0.09%]
2023-11-28 16:30:24 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [7/200] Loss:[0.1213] Train:[2.49] Val:[6.56] Biased Test:[0.67] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[11.06]  Update Unbiased Test:[9.54] Best Unbiased Test:[13.07]| Unseen Test:[10.00]  Update Unseen Test:[10.89] Best Unseen Test:[11.53]| epoch:[0] | Time:[1.00 min] | [42.61%] [37.03%] [7.99%] [7.50%] [4.87%]
2023-11-28 16:30:34 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [8/200] Loss:[0.1342] Train:[0.65] Val:[6.50] Biased Test:[0.73] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[12.51]  Update Unbiased Test:[9.54] Best Unbiased Test:[13.07]| Unseen Test:[10.63]  Update Unseen Test:[10.89] Best Unseen Test:[11.53]| epoch:[0] | Time:[1.16 min] | [54.48%] [26.21%] [7.94%] [6.17%] [5.20%]
2023-11-28 16:30:43 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [9/200] Loss:[0.1352] Train:[7.66] Val:[7.00] Biased Test:[0.72] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[12.65]  Update Unbiased Test:[9.54] Best Unbiased Test:[13.07]| Unseen Test:[11.41]  Update Unseen Test:[10.89] Best Unseen Test:[11.53]| epoch:[0] | Time:[1.30 min] | [50.49%] [33.81%] [4.88%] [4.32%] [6.50%]
2023-11-28 16:30:51 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [10/200] Loss:[0.1295] Train:[0.63] Val:[6.26] Biased Test:[0.64] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[12.06]  Update Unbiased Test:[9.54] Best Unbiased Test:[13.07]| Unseen Test:[11.17]  Update Unseen Test:[10.89] Best Unseen Test:[11.53]| epoch:[0] | Time:[1.45 min] | [68.43%] [23.60%] [5.80%] [1.37%] [0.80%]
2023-11-28 16:31:00 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [11/200] Loss:[0.1194] Train:[0.79] Val:[7.84] Biased Test:[0.85] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[13.43]  Update Unbiased Test:[9.54] Best Unbiased Test:[13.43]| Unseen Test:[10.96]  Update Unseen Test:[10.89] Best Unseen Test:[11.53]| epoch:[0] | Time:[1.59 min] | [66.30%] [31.92%] [1.78%] [0.00%] [0.00%]
2023-11-28 16:31:09 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [12/200] Loss:[0.1323] Train:[0.73] Val:[7.30] Biased Test:[0.78] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[13.93]  Update Unbiased Test:[9.54] Best Unbiased Test:[13.93]| Unseen Test:[14.05]  Update Unseen Test:[10.89] Best Unseen Test:[14.05]| epoch:[0] | Time:[1.73 min] | [72.41%] [22.81%] [4.78%] [0.00%] [0.00%]
2023-11-28 16:31:18 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [13/200] Loss:[0.1397] Train:[0.89] Val:[8.38] Biased Test:[0.90] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[16.31]  Update Unbiased Test:[9.54] Best Unbiased Test:[16.31]| Unseen Test:[16.10]  Update Unseen Test:[10.89] Best Unseen Test:[16.10]| epoch:[0] | Time:[1.89 min] | [67.39%] [32.13%] [0.48%] [0.00%] [0.00%]
2023-11-28 16:31:26 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [14/200] Loss:[0.1549] Train:[1.97] Val:[7.92] Biased Test:[0.79] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[13.91]  Update Unbiased Test:[9.54] Best Unbiased Test:[16.31]| Unseen Test:[11.78]  Update Unseen Test:[10.89] Best Unseen Test:[16.10]| epoch:[0] | Time:[2.03 min] | [65.96%] [34.04%] [0.00%] [0.00%] [0.00%]
2023-11-28 16:31:35 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [15/200] Loss:[0.1616] Train:[4.11] Val:[7.54] Biased Test:[0.85] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[13.88]  Update Unbiased Test:[9.54] Best Unbiased Test:[16.31]| Unseen Test:[11.09]  Update Unseen Test:[10.89] Best Unseen Test:[16.10]| epoch:[0] | Time:[2.17 min] | [65.20%] [28.65%] [6.16%] [0.00%] [0.00%]
2023-11-28 16:31:43 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [16/200] Loss:[0.1313] Train:[4.18] Val:[8.02] Biased Test:[0.80] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[14.71]  Update Unbiased Test:[9.54] Best Unbiased Test:[16.31]| Unseen Test:[12.88]  Update Unseen Test:[10.89] Best Unseen Test:[16.10]| epoch:[0] | Time:[2.30 min] | [54.31%] [37.10%] [8.60%] [0.00%] [0.00%]
2023-11-28 16:31:51 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [17/200] Loss:[0.1390] Train:[7.49] Val:[10.72] Biased Test:[1.86] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[18.34]  Update Unbiased Test:[9.54] Best Unbiased Test:[18.34]| Unseen Test:[15.45]  Update Unseen Test:[10.89] Best Unseen Test:[16.10]| epoch:[0] | Time:[2.44 min] | [71.50%] [22.22%] [6.29%] [0.00%] [0.00%]
2023-11-28 16:31:59 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [18/200] Loss:[0.1472] Train:[6.02] Val:[11.22] Biased Test:[1.92] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[20.20]  Update Unbiased Test:[9.54] Best Unbiased Test:[20.20]| Unseen Test:[16.59]  Update Unseen Test:[10.89] Best Unseen Test:[16.59]| epoch:[0] | Time:[2.57 min] | [60.75%] [38.66%] [0.60%] [0.00%] [0.00%]
2023-11-28 16:32:07 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [19/200] Loss:[0.1621] Train:[2.00] Val:[8.60] Biased Test:[0.95] Update Biased Test:[28.05] Best Biased Test:[28.05]| Unbiased Test:[16.06]  Update Unbiased Test:[9.54] Best Unbiased Test:[20.20]| Unseen Test:[14.17]  Update Unseen Test:[10.89] Best Unseen Test:[16.59]| epoch:[0] | Time:[2.71 min] | [67.74%] [21.04%] [8.76%] [2.41%] [0.05%]
