2023-11-28 20:06:32 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [1/200] Loss:[0.5882] Train:[81.07] Val:[39.68] Biased Test:[63.30] Update Biased Test:[63.30] Best Biased Test:[63.30]| Unbiased Test:[14.68]  Update Unbiased Test:[14.68] Best Unbiased Test:[14.68]| Unseen Test:[16.80]  Update Unseen Test:[16.80] Best Unseen Test:[16.80]| epoch:[0] | Time:[0.14 min] | [0.04%] [3.43%] [76.29%] [15.70%] [4.54%]
2023-11-28 20:06:42 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [2/200] Loss:[0.4032] Train:[88.90] Val:[48.70] Biased Test:[79.54] Update Biased Test:[79.54] Best Biased Test:[79.54]| Unbiased Test:[18.49]  Update Unbiased Test:[18.49] Best Unbiased Test:[18.49]| Unseen Test:[16.86]  Update Unseen Test:[16.86] Best Unseen Test:[16.86]| epoch:[1] | Time:[0.29 min] | [0.32%] [11.93%] [51.59%] [29.54%] [6.61%]
2023-11-28 20:06:50 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [3/200] Loss:[0.3646] Train:[90.20] Val:[54.15] Biased Test:[86.87] Update Biased Test:[86.87] Best Biased Test:[86.87]| Unbiased Test:[20.83]  Update Unbiased Test:[20.83] Best Unbiased Test:[20.83]| Unseen Test:[22.15]  Update Unseen Test:[22.15] Best Unseen Test:[22.15]| epoch:[2] | Time:[0.43 min] | [0.36%] [14.78%] [52.54%] [24.64%] [7.67%]
2023-11-28 20:06:58 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [4/200] Loss:[0.3333] Train:[90.00] Val:[45.99] Biased Test:[64.32] Update Biased Test:[86.87] Best Biased Test:[86.87]| Unbiased Test:[27.76]  Update Unbiased Test:[20.83] Best Unbiased Test:[27.76]| Unseen Test:[28.17]  Update Unseen Test:[22.15] Best Unseen Test:[28.17]| epoch:[2] | Time:[0.56 min] | [0.05%] [13.12%] [57.94%] [21.79%] [7.10%]
2023-11-28 20:07:06 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [5/200] Loss:[0.2983] Train:[91.24] Val:[52.10] Biased Test:[72.08] Update Biased Test:[86.87] Best Biased Test:[86.87]| Unbiased Test:[32.06]  Update Unbiased Test:[20.83] Best Unbiased Test:[32.06]| Unseen Test:[31.43]  Update Unseen Test:[22.15] Best Unseen Test:[31.43]| epoch:[2] | Time:[0.70 min] | [0.00%] [12.72%] [58.20%] [21.58%] [7.50%]
2023-11-28 20:07:15 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [6/200] Loss:[0.3707] Train:[89.00] Val:[46.24] Biased Test:[74.78] Update Biased Test:[86.87] Best Biased Test:[86.87]| Unbiased Test:[18.92]  Update Unbiased Test:[20.83] Best Unbiased Test:[32.06]| Unseen Test:[20.74]  Update Unseen Test:[22.15] Best Unseen Test:[31.43]| epoch:[2] | Time:[0.84 min] | [0.01%] [8.03%] [59.58%] [19.30%] [13.07%]
2023-11-28 20:07:23 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [7/200] Loss:[0.3212] Train:[90.97] Val:[51.41] Biased Test:[76.80] Update Biased Test:[86.87] Best Biased Test:[86.87]| Unbiased Test:[26.43]  Update Unbiased Test:[20.83] Best Unbiased Test:[32.06]| Unseen Test:[24.11]  Update Unseen Test:[22.15] Best Unseen Test:[31.43]| epoch:[2] | Time:[0.99 min] | [0.37%] [14.02%] [52.06%] [22.96%] [10.60%]
2023-11-28 20:07:32 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [8/200] Loss:[0.2774] Train:[92.12] Val:[61.93] Biased Test:[89.87] Update Biased Test:[89.87] Best Biased Test:[89.87]| Unbiased Test:[33.68]  Update Unbiased Test:[33.68] Best Unbiased Test:[33.68]| Unseen Test:[37.65]  Update Unseen Test:[37.65] Best Unseen Test:[37.65]| epoch:[7] | Time:[1.13 min] | [0.13%] [15.46%] [47.12%] [28.31%] [8.98%]
2023-11-28 20:07:40 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [9/200] Loss:[0.2595] Train:[92.44] Val:[60.08] Biased Test:[83.19] Update Biased Test:[89.87] Best Biased Test:[89.87]| Unbiased Test:[36.66]  Update Unbiased Test:[33.68] Best Unbiased Test:[36.66]| Unseen Test:[37.47]  Update Unseen Test:[37.65] Best Unseen Test:[37.65]| epoch:[7] | Time:[1.26 min] | [1.28%] [15.12%] [45.56%] [29.95%] [8.08%]
2023-11-28 20:07:48 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [10/200] Loss:[0.2493] Train:[92.84] Val:[67.59] Biased Test:[92.18] Update Biased Test:[92.18] Best Biased Test:[92.18]| Unbiased Test:[43.12]  Update Unbiased Test:[43.12] Best Unbiased Test:[43.12]| Unseen Test:[44.67]  Update Unseen Test:[44.67] Best Unseen Test:[44.67]| epoch:[9] | Time:[1.40 min] | [4.51%] [15.38%] [41.86%] [27.76%] [10.49%]
2023-11-28 20:07:56 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [11/200] Loss:[0.2500] Train:[92.54] Val:[63.77] Biased Test:[86.41] Update Biased Test:[92.18] Best Biased Test:[92.18]| Unbiased Test:[40.32]  Update Unbiased Test:[43.12] Best Unbiased Test:[43.12]| Unseen Test:[41.18]  Update Unseen Test:[44.67] Best Unseen Test:[44.67]| epoch:[9] | Time:[1.53 min] | [6.49%] [11.94%] [34.10%] [35.57%] [11.90%]
2023-11-28 20:08:04 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [12/200] Loss:[0.2375] Train:[93.15] Val:[68.48] Biased Test:[92.07] Update Biased Test:[92.07] Best Biased Test:[92.18]| Unbiased Test:[45.73]  Update Unbiased Test:[45.73] Best Unbiased Test:[45.73]| Unseen Test:[45.90]  Update Unseen Test:[45.90] Best Unseen Test:[45.90]| epoch:[11] | Time:[1.66 min] | [6.15%] [12.04%] [42.18%] [28.95%] [10.68%]
2023-11-28 20:08:13 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [13/200] Loss:[0.2239] Train:[92.46] Val:[60.63] Biased Test:[80.01] Update Biased Test:[92.07] Best Biased Test:[92.18]| Unbiased Test:[40.80]  Update Unbiased Test:[45.73] Best Unbiased Test:[45.73]| Unseen Test:[42.20]  Update Unseen Test:[45.90] Best Unseen Test:[45.90]| epoch:[11] | Time:[1.81 min] | [8.26%] [12.69%] [42.18%] [28.34%] [8.53%]
2023-11-28 20:08:21 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [14/200] Loss:[0.1893] Train:[93.28] Val:[71.06] Biased Test:[91.59] Update Biased Test:[91.59] Best Biased Test:[92.18]| Unbiased Test:[51.18]  Update Unbiased Test:[51.18] Best Unbiased Test:[51.18]| Unseen Test:[49.72]  Update Unseen Test:[49.72] Best Unseen Test:[49.72]| epoch:[13] | Time:[1.95 min] | [10.24%] [11.89%] [38.31%] [33.15%] [6.41%]
