2023-11-28 23:08:24 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [1/200] Loss:[0.7887] Train:[72.03] Val:[51.93] Biased Test:[75.69] Update Biased Test:[75.69] Best Biased Test:[75.69]| Unbiased Test:[20.39]  Update Unbiased Test:[20.39] Best Unbiased Test:[20.39]| Unseen Test:[22.61]  Update Unseen Test:[22.61] Best Unseen Test:[22.61]| epoch:[0] | Time:[0.16 min] | [0.92%] [8.17%] [61.09%] [26.00%] [3.82%]
2023-11-28 23:08:34 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [2/200] Loss:[0.5703] Train:[81.07] Val:[32.91] Biased Test:[45.10] Update Biased Test:[75.69] Best Biased Test:[75.69]| Unbiased Test:[16.26]  Update Unbiased Test:[20.39] Best Unbiased Test:[20.39]| Unseen Test:[18.90]  Update Unseen Test:[22.61] Best Unseen Test:[22.61]| epoch:[0] | Time:[0.34 min] | [0.15%] [15.82%] [54.42%] [21.11%] [8.49%]
2023-11-28 23:08:44 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [3/200] Loss:[0.4831] Train:[83.70] Val:[59.77] Biased Test:[72.26] Update Biased Test:[72.26] Best Biased Test:[75.69]| Unbiased Test:[41.39]  Update Unbiased Test:[41.39] Best Unbiased Test:[41.39]| Unseen Test:[42.29]  Update Unseen Test:[42.29] Best Unseen Test:[42.29]| epoch:[2] | Time:[0.49 min] | [0.64%] [30.45%] [37.12%] [19.81%] [11.98%]
2023-11-28 23:08:53 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [4/200] Loss:[0.4190] Train:[85.04] Val:[64.76] Biased Test:[77.89] Update Biased Test:[77.89] Best Biased Test:[77.89]| Unbiased Test:[45.47]  Update Unbiased Test:[45.47] Best Unbiased Test:[45.47]| Unseen Test:[46.13]  Update Unseen Test:[46.13] Best Unseen Test:[46.13]| epoch:[3] | Time:[0.65 min] | [4.34%] [35.21%] [28.88%] [21.62%] [9.96%]
2023-11-28 23:09:01 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [5/200] Loss:[0.3672] Train:[87.01] Val:[61.75] Biased Test:[74.81] Update Biased Test:[77.89] Best Biased Test:[77.89]| Unbiased Test:[43.79]  Update Unbiased Test:[45.47] Best Unbiased Test:[45.47]| Unseen Test:[41.94]  Update Unseen Test:[46.13] Best Unseen Test:[46.13]| epoch:[3] | Time:[0.78 min] | [15.85%] [28.08%] [29.86%] [16.78%] [9.42%]
2023-11-28 23:09:09 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [6/200] Loss:[0.3717] Train:[86.52] Val:[67.89] Biased Test:[82.68] Update Biased Test:[82.68] Best Biased Test:[82.68]| Unbiased Test:[48.31]  Update Unbiased Test:[48.31] Best Unbiased Test:[48.31]| Unseen Test:[51.42]  Update Unseen Test:[51.42] Best Unseen Test:[51.42]| epoch:[5] | Time:[0.92 min] | [24.53%] [23.17%] [28.53%] [12.80%] [10.97%]
2023-11-28 23:09:17 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [7/200] Loss:[0.3296] Train:[87.66] Val:[68.81] Biased Test:[83.39] Update Biased Test:[83.39] Best Biased Test:[83.39]| Unbiased Test:[48.71]  Update Unbiased Test:[48.71] Best Unbiased Test:[48.71]| Unseen Test:[50.65]  Update Unseen Test:[50.65] Best Unseen Test:[51.42]| epoch:[6] | Time:[1.05 min] | [27.82%] [20.98%] [31.25%] [10.47%] [9.48%]
2023-11-28 23:09:25 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [8/200] Loss:[0.3146] Train:[88.15] Val:[71.65] Biased Test:[86.61] Update Biased Test:[86.61] Best Biased Test:[86.61]| Unbiased Test:[51.84]  Update Unbiased Test:[51.84] Best Unbiased Test:[51.84]| Unseen Test:[51.83]  Update Unseen Test:[51.83] Best Unseen Test:[51.83]| epoch:[7] | Time:[1.18 min] | [32.54%] [21.43%] [26.32%] [8.47%] [11.23%]
2023-11-28 23:09:33 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [9/200] Loss:[0.2704] Train:[89.12] Val:[73.16] Biased Test:[85.96] Update Biased Test:[85.96] Best Biased Test:[86.61]| Unbiased Test:[55.33]  Update Unbiased Test:[55.33] Best Unbiased Test:[55.33]| Unseen Test:[57.41]  Update Unseen Test:[57.41] Best Unseen Test:[57.41]| epoch:[8] | Time:[1.31 min] | [30.92%] [15.38%] [34.50%] [10.82%] [8.38%]
2023-11-28 23:09:41 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [10/200] Loss:[0.2619] Train:[89.07] Val:[76.07] Biased Test:[88.81] Update Biased Test:[88.81] Best Biased Test:[88.81]| Unbiased Test:[57.52]  Update Unbiased Test:[57.52] Best Unbiased Test:[57.52]| Unseen Test:[57.23]  Update Unseen Test:[57.23] Best Unseen Test:[57.41]| epoch:[9] | Time:[1.44 min] | [32.19%] [30.06%] [19.05%] [8.87%] [9.82%]
2023-11-28 23:09:48 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [11/200] Loss:[0.2326] Train:[89.83] Val:[73.65] Biased Test:[87.15] Update Biased Test:[88.81] Best Biased Test:[88.81]| Unbiased Test:[54.57]  Update Unbiased Test:[57.52] Best Unbiased Test:[57.52]| Unseen Test:[57.13]  Update Unseen Test:[57.23] Best Unseen Test:[57.41]| epoch:[9] | Time:[1.57 min] | [32.08%] [30.95%] [17.97%] [9.17%] [9.83%]
2023-11-28 23:09:56 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [12/200] Loss:[0.2347] Train:[89.60] Val:[75.88] Biased Test:[87.29] Update Biased Test:[88.81] Best Biased Test:[88.81]| Unbiased Test:[60.12]  Update Unbiased Test:[57.52] Best Unbiased Test:[60.12]| Unseen Test:[59.42]  Update Unseen Test:[57.23] Best Unseen Test:[59.42]| epoch:[9] | Time:[1.70 min] | [32.83%] [22.38%] [25.45%] [9.78%] [9.56%]
2023-11-28 23:10:04 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [13/200] Loss:[0.2188] Train:[90.24] Val:[75.04] Biased Test:[88.62] Update Biased Test:[88.81] Best Biased Test:[88.81]| Unbiased Test:[55.62]  Update Unbiased Test:[57.52] Best Unbiased Test:[60.12]| Unseen Test:[55.98]  Update Unseen Test:[57.23] Best Unseen Test:[59.42]| epoch:[9] | Time:[1.83 min] | [33.44%] [28.39%] [19.52%] [9.06%] [9.59%]
2023-11-28 23:10:12 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [14/200] Loss:[0.2285] Train:[90.29] Val:[71.30] Biased Test:[84.85] Update Biased Test:[88.81] Best Biased Test:[88.81]| Unbiased Test:[52.47]  Update Unbiased Test:[57.52] Best Unbiased Test:[60.12]| Unseen Test:[52.61]  Update Unseen Test:[57.23] Best Unseen Test:[59.42]| epoch:[9] | Time:[1.96 min] | [33.44%] [30.17%] [16.84%] [9.28%] [10.26%]
