2023-11-28 14:02:15 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [1/200] Loss:[0.7996] Train:[79.39] Val:[48.92] Biased Test:[89.45] Update Biased Test:[89.45] Best Biased Test:[89.45]| Unbiased Test:[9.99]  Update Unbiased Test:[9.99] Best Unbiased Test:[9.99]| Unseen Test:[9.80]  Update Unseen Test:[9.80] Best Unseen Test:[9.80]| epoch:[0] | Time:[0.39 min] | [7.91%] [33.17%] [39.81%] [16.11%] [3.01%]
2023-11-28 14:02:23 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [2/200] Loss:[0.5436] Train:[88.26] Val:[46.78] Biased Test:[85.00] Update Biased Test:[89.45] Best Biased Test:[89.45]| Unbiased Test:[10.43]  Update Unbiased Test:[9.99] Best Unbiased Test:[10.43]| Unseen Test:[9.42]  Update Unseen Test:[9.80] Best Unseen Test:[9.80]| epoch:[0] | Time:[0.52 min] | [10.82%] [38.89%] [27.92%] [14.32%] [8.05%]
2023-11-28 14:02:33 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [3/200] Loss:[0.5291] Train:[87.82] Val:[48.10] Biased Test:[86.73] Update Biased Test:[89.45] Best Biased Test:[89.45]| Unbiased Test:[11.45]  Update Unbiased Test:[9.99] Best Unbiased Test:[11.45]| Unseen Test:[11.20]  Update Unseen Test:[9.80] Best Unseen Test:[11.20]| epoch:[0] | Time:[0.68 min] | [11.01%] [42.36%] [34.63%] [6.55%] [5.44%]
2023-11-28 14:02:41 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [4/200] Loss:[0.5047] Train:[88.76] Val:[49.38] Biased Test:[89.14] Update Biased Test:[89.14] Best Biased Test:[89.45]| Unbiased Test:[10.48]  Update Unbiased Test:[10.48] Best Unbiased Test:[11.45]| Unseen Test:[9.52]  Update Unseen Test:[9.52] Best Unseen Test:[11.20]| epoch:[3] | Time:[0.82 min] | [14.18%] [47.55%] [30.51%] [5.74%] [2.02%]
2023-11-28 14:02:49 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [5/200] Loss:[0.4675] Train:[88.75] Val:[49.20] Biased Test:[89.89] Update Biased Test:[89.14] Best Biased Test:[89.89]| Unbiased Test:[10.15]  Update Unbiased Test:[10.48] Best Unbiased Test:[11.45]| Unseen Test:[10.51]  Update Unseen Test:[9.52] Best Unseen Test:[11.20]| epoch:[3] | Time:[0.95 min] | [14.72%] [49.85%] [26.43%] [5.41%] [3.58%]
2023-11-28 14:02:58 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [6/200] Loss:[0.4806] Train:[88.86] Val:[41.24] Biased Test:[73.87] Update Biased Test:[89.14] Best Biased Test:[89.89]| Unbiased Test:[10.74]  Update Unbiased Test:[10.48] Best Unbiased Test:[11.45]| Unseen Test:[10.98]  Update Unseen Test:[9.52] Best Unseen Test:[11.20]| epoch:[3] | Time:[1.09 min] | [14.81%] [52.33%] [22.85%] [6.95%] [3.06%]
2023-11-28 14:03:07 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [7/200] Loss:[0.5045] Train:[88.66] Val:[49.34] Biased Test:[89.69] Update Biased Test:[89.14] Best Biased Test:[89.89]| Unbiased Test:[10.29]  Update Unbiased Test:[10.48] Best Unbiased Test:[11.45]| Unseen Test:[12.24]  Update Unseen Test:[9.52] Best Unseen Test:[12.24]| epoch:[3] | Time:[1.24 min] | [11.47%] [46.15%] [30.93%] [7.21%] [4.25%]
2023-11-28 14:03:15 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [8/200] Loss:[0.4985] Train:[88.50] Val:[45.00] Biased Test:[80.69] Update Biased Test:[89.14] Best Biased Test:[89.89]| Unbiased Test:[10.83]  Update Unbiased Test:[10.48] Best Unbiased Test:[11.45]| Unseen Test:[10.15]  Update Unseen Test:[9.52] Best Unseen Test:[12.24]| epoch:[3] | Time:[1.38 min] | [10.26%] [42.87%] [35.83%] [5.28%] [5.76%]
2023-11-28 14:03:23 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [9/200] Loss:[0.5483] Train:[88.42] Val:[49.54] Biased Test:[89.86] Update Biased Test:[89.86] Best Biased Test:[89.89]| Unbiased Test:[10.86]  Update Unbiased Test:[10.86] Best Unbiased Test:[11.45]| Unseen Test:[10.67]  Update Unseen Test:[10.67] Best Unseen Test:[12.24]| epoch:[8] | Time:[1.51 min] | [8.51%] [53.72%] [26.44%] [7.87%] [3.46%]
2023-11-28 14:03:31 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [10/200] Loss:[0.5447] Train:[88.80] Val:[47.52] Biased Test:[84.48] Update Biased Test:[89.86] Best Biased Test:[89.89]| Unbiased Test:[12.33]  Update Unbiased Test:[10.86] Best Unbiased Test:[12.33]| Unseen Test:[11.42]  Update Unseen Test:[10.67] Best Unseen Test:[12.24]| epoch:[8] | Time:[1.65 min] | [11.96%] [48.64%] [26.83%] [8.17%] [4.39%]
2023-11-28 14:03:40 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [11/200] Loss:[0.5842] Train:[87.82] Val:[47.74] Biased Test:[83.45] Update Biased Test:[89.86] Best Biased Test:[89.89]| Unbiased Test:[11.20]  Update Unbiased Test:[10.86] Best Unbiased Test:[12.33]| Unseen Test:[10.16]  Update Unseen Test:[10.67] Best Unseen Test:[12.24]| epoch:[8] | Time:[1.81 min] | [12.62%] [49.49%] [24.76%] [6.33%] [6.81%]
2023-11-28 14:03:50 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [12/200] Loss:[0.5198] Train:[88.62] Val:[44.50] Biased Test:[77.50] Update Biased Test:[89.86] Best Biased Test:[89.89]| Unbiased Test:[11.23]  Update Unbiased Test:[10.86] Best Unbiased Test:[12.33]| Unseen Test:[11.33]  Update Unseen Test:[10.67] Best Unseen Test:[12.24]| epoch:[8] | Time:[1.96 min] | [7.48%] [53.78%] [28.29%] [3.61%] [6.83%]
2023-11-28 14:03:59 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [13/200] Loss:[0.5189] Train:[88.32] Val:[49.52] Biased Test:[89.37] Update Biased Test:[89.86] Best Biased Test:[89.89]| Unbiased Test:[10.89]  Update Unbiased Test:[10.86] Best Unbiased Test:[12.33]| Unseen Test:[10.17]  Update Unseen Test:[10.67] Best Unseen Test:[12.24]| epoch:[8] | Time:[2.11 min] | [18.78%] [21.93%] [46.91%] [4.86%] [7.51%]
2023-11-28 14:04:08 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [14/200] Loss:[0.4798] Train:[88.86] Val:[46.38] Biased Test:[83.76] Update Biased Test:[89.86] Best Biased Test:[89.89]| Unbiased Test:[11.29]  Update Unbiased Test:[10.86] Best Unbiased Test:[12.33]| Unseen Test:[9.92]  Update Unseen Test:[10.67] Best Unseen Test:[12.24]| epoch:[8] | Time:[2.26 min] | [23.00%] [24.26%] [41.46%] [3.98%] [7.30%]
2023-11-28 14:04:16 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [15/200] Loss:[0.4575] Train:[88.80] Val:[49.12] Biased Test:[88.17] Update Biased Test:[89.86] Best Biased Test:[89.89]| Unbiased Test:[11.21]  Update Unbiased Test:[10.86] Best Unbiased Test:[12.33]| Unseen Test:[10.78]  Update Unseen Test:[10.67] Best Unseen Test:[12.24]| epoch:[8] | Time:[2.40 min] | [25.14%] [28.32%] [29.77%] [8.65%] [8.11%]
2023-11-28 14:04:25 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [16/200] Loss:[0.4699] Train:[88.66] Val:[39.80] Biased Test:[69.55] Update Biased Test:[89.86] Best Biased Test:[89.89]| Unbiased Test:[10.62]  Update Unbiased Test:[10.86] Best Unbiased Test:[12.33]| Unseen Test:[10.72]  Update Unseen Test:[10.67] Best Unseen Test:[12.24]| epoch:[8] | Time:[2.54 min] | [22.93%] [25.49%] [25.66%] [17.96%] [7.97%]
2023-11-28 14:04:32 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [17/200] Loss:[0.4980] Train:[87.39] Val:[49.40] Biased Test:[87.41] Update Biased Test:[89.86] Best Biased Test:[89.89]| Unbiased Test:[12.08]  Update Unbiased Test:[10.86] Best Unbiased Test:[12.33]| Unseen Test:[10.04]  Update Unseen Test:[10.67] Best Unseen Test:[12.24]| epoch:[8] | Time:[2.67 min] | [16.63%] [17.85%] [44.72%] [10.84%] [9.96%]
2023-11-28 14:04:41 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [18/200] Loss:[0.4980] Train:[88.66] Val:[49.50] Biased Test:[89.64] Update Biased Test:[89.86] Best Biased Test:[89.89]| Unbiased Test:[11.03]  Update Unbiased Test:[10.86] Best Unbiased Test:[12.33]| Unseen Test:[10.48]  Update Unseen Test:[10.67] Best Unseen Test:[12.24]| epoch:[8] | Time:[2.81 min] | [15.99%] [17.47%] [41.71%] [16.84%] [7.98%]
2023-11-28 14:04:49 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [19/200] Loss:[0.5681] Train:[88.39] Val:[44.72] Biased Test:[79.64] Update Biased Test:[89.86] Best Biased Test:[89.89]| Unbiased Test:[11.65]  Update Unbiased Test:[10.86] Best Unbiased Test:[12.33]| Unseen Test:[10.71]  Update Unseen Test:[10.67] Best Unseen Test:[12.24]| epoch:[8] | Time:[2.94 min] | [15.35%] [18.00%] [46.73%] [8.76%] [11.16%]
2023-11-28 14:04:57 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [20/200] Loss:[0.5779] Train:[87.78] Val:[42.16] Biased Test:[72.13] Update Biased Test:[89.86] Best Biased Test:[89.89]| Unbiased Test:[10.99]  Update Unbiased Test:[10.86] Best Unbiased Test:[12.33]| Unseen Test:[10.64]  Update Unseen Test:[10.67] Best Unseen Test:[12.24]| epoch:[8] | Time:[3.08 min] | [26.13%] [15.62%] [26.51%] [20.98%] [10.76%]
2023-11-28 14:05:05 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [21/200] Loss:[0.5228] Train:[88.01] Val:[49.02] Biased Test:[88.35] Update Biased Test:[89.86] Best Biased Test:[89.89]| Unbiased Test:[10.80]  Update Unbiased Test:[10.86] Best Unbiased Test:[12.33]| Unseen Test:[11.55]  Update Unseen Test:[10.67] Best Unseen Test:[12.24]| epoch:[8] | Time:[3.22 min] | [18.82%] [18.92%] [28.13%] [20.39%] [13.73%]
2023-11-28 14:05:13 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [22/200] Loss:[0.4785] Train:[88.42] Val:[49.98] Biased Test:[89.70] Update Biased Test:[89.70] Best Biased Test:[89.89]| Unbiased Test:[12.24]  Update Unbiased Test:[12.24] Best Unbiased Test:[12.33]| Unseen Test:[10.56]  Update Unseen Test:[10.56] Best Unseen Test:[12.24]| epoch:[21] | Time:[3.35 min] | [17.22%] [16.90%] [33.09%] [21.39%] [11.40%]
2023-11-28 14:05:22 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [23/200] Loss:[0.4683] Train:[88.71] Val:[50.16] Biased Test:[89.61] Update Biased Test:[89.61] Best Biased Test:[89.89]| Unbiased Test:[12.43]  Update Unbiased Test:[12.43] Best Unbiased Test:[12.43]| Unseen Test:[10.78]  Update Unseen Test:[10.78] Best Unseen Test:[12.24]| epoch:[22] | Time:[3.49 min] | [20.80%] [13.88%] [30.18%] [23.10%] [12.04%]
2023-11-28 14:05:30 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [24/200] Loss:[0.4286] Train:[88.86] Val:[49.76] Biased Test:[89.60] Update Biased Test:[89.61] Best Biased Test:[89.89]| Unbiased Test:[11.67]  Update Unbiased Test:[12.43] Best Unbiased Test:[12.43]| Unseen Test:[11.83]  Update Unseen Test:[10.78] Best Unseen Test:[12.24]| epoch:[22] | Time:[3.63 min] | [20.83%] [13.85%] [28.47%] [24.10%] [12.75%]
2023-11-28 14:05:38 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [25/200] Loss:[0.4408] Train:[88.85] Val:[48.56] Biased Test:[85.56] Update Biased Test:[89.61] Best Biased Test:[89.89]| Unbiased Test:[14.96]  Update Unbiased Test:[12.43] Best Unbiased Test:[14.96]| Unseen Test:[11.66]  Update Unseen Test:[10.78] Best Unseen Test:[12.24]| epoch:[22] | Time:[3.76 min] | [20.48%] [17.43%] [23.34%] [23.38%] [15.37%]
2023-11-28 14:05:46 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [26/200] Loss:[0.4377] Train:[88.94] Val:[49.94] Biased Test:[87.57] Update Biased Test:[89.61] Best Biased Test:[89.89]| Unbiased Test:[14.41]  Update Unbiased Test:[12.43] Best Unbiased Test:[14.96]| Unseen Test:[11.46]  Update Unseen Test:[10.78] Best Unseen Test:[12.24]| epoch:[22] | Time:[3.90 min] | [20.82%] [18.15%] [24.49%] [23.38%] [13.15%]
2023-11-28 14:05:54 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [27/200] Loss:[0.4307] Train:[88.79] Val:[49.74] Biased Test:[86.20] Update Biased Test:[89.61] Best Biased Test:[89.89]| Unbiased Test:[13.94]  Update Unbiased Test:[12.43] Best Unbiased Test:[14.96]| Unseen Test:[11.45]  Update Unseen Test:[10.78] Best Unseen Test:[12.24]| epoch:[22] | Time:[4.03 min] | [20.33%] [18.23%] [24.03%] [23.73%] [13.68%]
2023-11-28 14:06:03 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [28/200] Loss:[0.4307] Train:[88.83] Val:[46.84] Biased Test:[82.23] Update Biased Test:[89.61] Best Biased Test:[89.89]| Unbiased Test:[13.93]  Update Unbiased Test:[12.43] Best Unbiased Test:[14.96]| Unseen Test:[11.97]  Update Unseen Test:[10.78] Best Unseen Test:[12.24]| epoch:[22] | Time:[4.18 min] | [21.32%] [19.64%] [22.67%] [22.47%] [13.90%]
2023-11-28 14:06:11 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [29/200] Loss:[0.4820] Train:[88.34] Val:[45.02] Biased Test:[77.82] Update Biased Test:[89.61] Best Biased Test:[89.89]| Unbiased Test:[14.59]  Update Unbiased Test:[12.43] Best Unbiased Test:[14.96]| Unseen Test:[11.64]  Update Unseen Test:[10.78] Best Unseen Test:[12.24]| epoch:[22] | Time:[4.32 min] | [19.82%] [21.36%] [22.60%] [21.95%] [14.26%]
2023-11-28 14:06:20 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [30/200] Loss:[0.4321] Train:[88.74] Val:[50.76] Biased Test:[89.68] Update Biased Test:[89.68] Best Biased Test:[89.89]| Unbiased Test:[13.95]  Update Unbiased Test:[13.95] Best Unbiased Test:[14.96]| Unseen Test:[10.84]  Update Unseen Test:[10.84] Best Unseen Test:[12.24]| epoch:[29] | Time:[4.46 min] | [21.81%] [20.39%] [18.66%] [25.39%] [13.75%]
2023-11-28 14:06:28 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [31/200] Loss:[0.4077] Train:[88.97] Val:[50.62] Biased Test:[89.10] Update Biased Test:[89.68] Best Biased Test:[89.89]| Unbiased Test:[14.53]  Update Unbiased Test:[13.95] Best Unbiased Test:[14.96]| Unseen Test:[11.66]  Update Unseen Test:[10.84] Best Unseen Test:[12.24]| epoch:[29] | Time:[4.59 min] | [19.28%] [23.40%] [17.87%] [25.18%] [14.27%]
2023-11-28 14:06:36 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [32/200] Loss:[0.4053] Train:[89.16] Val:[50.42] Biased Test:[88.14] Update Biased Test:[89.68] Best Biased Test:[89.89]| Unbiased Test:[14.37]  Update Unbiased Test:[13.95] Best Unbiased Test:[14.96]| Unseen Test:[11.37]  Update Unseen Test:[10.84] Best Unseen Test:[12.24]| epoch:[29] | Time:[4.72 min] | [18.27%] [24.47%] [16.93%] [25.04%] [15.28%]
