2023-10-07 00:54:35 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [1/200] Loss:[1.0103] Train:[70.57] Val:[47.86] Biased Test:[69.73] Update Biased Test:[69.73] Best Biased Test:[69.73]| Unbiased Test:[19.35]  Update Unbiased Test:[19.35] Best Unbiased Test:[19.35]| epoch:[0] | Time:[0.40 min] | [0.79%] [26.63%] [59.73%] [9.73%] [3.13%]
2023-10-07 00:54:57 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [2/200] Loss:[0.6607] Train:[80.87] Val:[56.01] Biased Test:[77.72] Update Biased Test:[77.72] Best Biased Test:[77.72]| Unbiased Test:[25.73]  Update Unbiased Test:[25.73] Best Unbiased Test:[25.73]| epoch:[1] | Time:[0.77 min] | [2.01%] [33.02%] [47.13%] [16.35%] [1.48%]
2023-10-07 00:55:19 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [3/200] Loss:[0.5640] Train:[83.31] Val:[57.01] Biased Test:[73.94] Update Biased Test:[73.94] Best Biased Test:[77.72]| Unbiased Test:[35.66]  Update Unbiased Test:[35.66] Best Unbiased Test:[35.66]| epoch:[2] | Time:[1.13 min] | [3.30%] [26.79%] [48.05%] [19.91%] [1.95%]
2023-10-07 00:55:41 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [4/200] Loss:[0.4928] Train:[85.08] Val:[53.04] Biased Test:[67.43] Update Biased Test:[73.94] Best Biased Test:[77.72]| Unbiased Test:[33.68]  Update Unbiased Test:[35.66] Best Unbiased Test:[35.66]| epoch:[2] | Time:[1.50 min] | [2.34%] [25.56%] [43.88%] [19.24%] [8.99%]
2023-10-07 00:56:04 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [5/200] Loss:[0.4482] Train:[86.54] Val:[56.98] Biased Test:[71.19] Update Biased Test:[73.94] Best Biased Test:[77.72]| Unbiased Test:[37.50]  Update Unbiased Test:[35.66] Best Unbiased Test:[37.50]| epoch:[2] | Time:[1.89 min] | [3.15%] [26.15%] [37.50%] [20.61%] [12.59%]
2023-10-07 00:56:26 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [6/200] Loss:[0.4623] Train:[86.34] Val:[64.60] Biased Test:[81.15] Update Biased Test:[81.15] Best Biased Test:[81.15]| Unbiased Test:[41.44]  Update Unbiased Test:[41.44] Best Unbiased Test:[41.44]| epoch:[5] | Time:[2.26 min] | [2.98%] [33.67%] [32.47%] [16.15%] [14.74%]
2023-10-07 00:56:48 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [7/200] Loss:[0.4219] Train:[87.18] Val:[50.70] Biased Test:[59.32] Update Biased Test:[81.15] Best Biased Test:[81.15]| Unbiased Test:[38.21]  Update Unbiased Test:[41.44] Best Unbiased Test:[41.44]| epoch:[5] | Time:[2.62 min] | [5.21%] [40.14%] [26.56%] [14.91%] [13.17%]
2023-10-07 00:57:10 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [8/200] Loss:[0.3962] Train:[87.37] Val:[63.93] Biased Test:[77.18] Update Biased Test:[81.15] Best Biased Test:[81.15]| Unbiased Test:[44.49]  Update Unbiased Test:[41.44] Best Unbiased Test:[44.49]| epoch:[5] | Time:[2.99 min] | [9.93%] [39.24%] [23.77%] [14.22%] [12.84%]
2023-10-07 00:57:32 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [9/200] Loss:[0.4006] Train:[88.11] Val:[66.08] Biased Test:[79.63] Update Biased Test:[79.63] Best Biased Test:[81.15]| Unbiased Test:[46.60]  Update Unbiased Test:[46.60] Best Unbiased Test:[46.60]| epoch:[8] | Time:[3.35 min] | [10.73%] [38.71%] [21.84%] [15.20%] [13.52%]
2023-10-07 00:57:54 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [10/200] Loss:[0.3921] Train:[87.72] Val:[60.54] Biased Test:[75.65] Update Biased Test:[79.63] Best Biased Test:[81.15]| Unbiased Test:[39.74]  Update Unbiased Test:[46.60] Best Unbiased Test:[46.60]| epoch:[8] | Time:[3.72 min] | [11.19%] [42.22%] [19.41%] [13.48%] [13.70%]
2023-10-07 00:58:16 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [11/200] Loss:[0.4118] Train:[87.26] Val:[61.73] Biased Test:[74.93] Update Biased Test:[79.63] Best Biased Test:[81.15]| Unbiased Test:[43.57]  Update Unbiased Test:[46.60] Best Unbiased Test:[46.60]| epoch:[8] | Time:[4.08 min] | [17.64%] [38.68%] [17.18%] [15.02%] [11.47%]
