2023-10-07 16:17:34 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [1/200] Loss:[1.1444] Train:[67.41] Val:[37.28] Biased Test:[58.97] Update Biased Test:[58.97] Best Biased Test:[58.97]| Unbiased Test:[10.94]  Update Unbiased Test:[10.94] Best Unbiased Test:[10.94]| epoch:[0] | Time:[0.37 min] | [0.64%] [47.42%] [38.25%] [9.24%] [4.45%]
2023-10-07 16:17:53 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [2/200] Loss:[0.9113] Train:[79.09] Val:[49.24] Biased Test:[79.07] Update Biased Test:[79.07] Best Biased Test:[79.07]| Unbiased Test:[11.23]  Update Unbiased Test:[11.23] Best Unbiased Test:[11.23]| epoch:[1] | Time:[0.69 min] | [1.59%] [71.31%] [20.82%] [4.42%] [1.86%]
2023-10-07 16:18:13 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [3/200] Loss:[0.9581] Train:[76.63] Val:[49.36] Biased Test:[79.02] Update Biased Test:[79.02] Best Biased Test:[79.07]| Unbiased Test:[11.23]  Update Unbiased Test:[11.23] Best Unbiased Test:[11.23]| epoch:[2] | Time:[1.01 min] | [4.08%] [66.14%] [20.09%] [5.51%] [4.18%]
2023-10-07 16:18:32 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [4/200] Loss:[0.8595] Train:[79.53] Val:[44.06] Biased Test:[68.80] Update Biased Test:[79.02] Best Biased Test:[79.07]| Unbiased Test:[11.31]  Update Unbiased Test:[11.23] Best Unbiased Test:[11.31]| epoch:[2] | Time:[1.33 min] | [10.25%] [49.11%] [30.38%] [4.90%] [5.36%]
2023-10-07 16:18:51 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [5/200] Loss:[0.8167] Train:[79.60] Val:[44.86] Biased Test:[66.13] Update Biased Test:[79.02] Best Biased Test:[79.07]| Unbiased Test:[13.01]  Update Unbiased Test:[11.23] Best Unbiased Test:[13.01]| epoch:[2] | Time:[1.65 min] | [12.62%] [30.92%] [46.55%] [5.18%] [4.73%]
2023-10-07 16:19:10 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [6/200] Loss:[0.8467] Train:[78.22] Val:[49.90] Biased Test:[77.16] Update Biased Test:[77.16] Best Biased Test:[79.07]| Unbiased Test:[13.42]  Update Unbiased Test:[13.42] Best Unbiased Test:[13.42]| epoch:[5] | Time:[1.97 min] | [11.05%] [24.66%] [51.23%] [6.43%] [6.61%]
2023-10-07 16:19:29 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [7/200] Loss:[0.7871] Train:[79.84] Val:[47.02] Biased Test:[70.99] Update Biased Test:[77.16] Best Biased Test:[79.07]| Unbiased Test:[12.54]  Update Unbiased Test:[13.42] Best Unbiased Test:[13.42]| epoch:[5] | Time:[2.29 min] | [12.96%] [24.20%] [53.09%] [5.72%] [4.03%]
2023-10-07 16:19:49 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [8/200] Loss:[0.7945] Train:[78.81] Val:[50.52] Biased Test:[75.80] Update Biased Test:[75.80] Best Biased Test:[79.07]| Unbiased Test:[13.66]  Update Unbiased Test:[13.66] Best Unbiased Test:[13.66]| epoch:[7] | Time:[2.61 min] | [4.12%] [25.92%] [61.89%] [5.53%] [2.53%]
2023-10-07 16:20:08 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [9/200] Loss:[0.7150] Train:[80.37] Val:[51.40] Biased Test:[74.19] Update Biased Test:[74.19] Best Biased Test:[79.07]| Unbiased Test:[15.94]  Update Unbiased Test:[15.94] Best Unbiased Test:[15.94]| epoch:[8] | Time:[2.93 min] | [6.36%] [18.79%] [67.88%] [6.43%] [0.54%]
2023-10-07 16:20:27 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [10/200] Loss:[0.7118] Train:[80.49] Val:[51.44] Biased Test:[66.97] Update Biased Test:[66.97] Best Biased Test:[79.07]| Unbiased Test:[20.35]  Update Unbiased Test:[20.35] Best Unbiased Test:[20.35]| epoch:[9] | Time:[3.24 min] | [6.63%] [11.32%] [73.31%] [7.12%] [1.62%]
2023-10-07 16:20:46 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [11/200] Loss:[0.7142] Train:[79.88] Val:[51.32] Biased Test:[71.67] Update Biased Test:[66.97] Best Biased Test:[79.07]| Unbiased Test:[17.51]  Update Unbiased Test:[20.35] Best Unbiased Test:[20.35]| epoch:[9] | Time:[3.56 min] | [6.52%] [9.98%] [73.30%] [7.08%] [3.12%]
