2023-10-07 13:17:50 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [1/200] Loss:[0.6418] Train:[84.25] Val:[30.82] Biased Test:[56.52] Update Biased Test:[56.52] Best Biased Test:[56.52]| Unbiased Test:[10.64]  Update Unbiased Test:[10.64] Best Unbiased Test:[10.64]| epoch:[0] | Time:[0.37 min] | [4.59%] [23.89%] [58.79%] [7.37%] [5.36%]
2023-10-07 13:18:09 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [2/200] Loss:[0.4351] Train:[93.20] Val:[42.32] Biased Test:[82.18] Update Biased Test:[82.18] Best Biased Test:[82.18]| Unbiased Test:[10.34]  Update Unbiased Test:[10.34] Best Unbiased Test:[10.64]| epoch:[1] | Time:[0.69 min] | [1.10%] [41.18%] [49.30%] [3.97%] [4.45%]
2023-10-07 13:18:28 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [3/200] Loss:[0.4934] Train:[90.51] Val:[49.34] Biased Test:[94.64] Update Biased Test:[94.64] Best Biased Test:[94.64]| Unbiased Test:[10.93]  Update Unbiased Test:[10.93] Best Unbiased Test:[10.93]| epoch:[2] | Time:[1.01 min] | [0.84%] [29.34%] [57.22%] [5.59%] [7.00%]
2023-10-07 13:18:47 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [4/200] Loss:[0.3419] Train:[95.02] Val:[48.42] Biased Test:[94.25] Update Biased Test:[94.64] Best Biased Test:[94.64]| Unbiased Test:[10.00]  Update Unbiased Test:[10.93] Best Unbiased Test:[10.93]| epoch:[2] | Time:[1.32 min] | [0.65%] [30.35%] [54.35%] [6.51%] [8.14%]
2023-10-07 13:19:06 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [5/200] Loss:[0.3196] Train:[94.97] Val:[47.50] Biased Test:[91.72] Update Biased Test:[94.64] Best Biased Test:[94.64]| Unbiased Test:[10.39]  Update Unbiased Test:[10.93] Best Unbiased Test:[10.93]| epoch:[2] | Time:[1.64 min] | [0.92%] [31.43%] [52.40%] [7.25%] [8.01%]
2023-10-07 13:19:25 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [6/200] Loss:[0.3181] Train:[94.71] Val:[48.84] Biased Test:[94.75] Update Biased Test:[94.64] Best Biased Test:[94.75]| Unbiased Test:[10.66]  Update Unbiased Test:[10.93] Best Unbiased Test:[10.93]| epoch:[2] | Time:[1.96 min] | [2.72%] [25.13%] [59.54%] [6.97%] [5.64%]
2023-10-07 13:19:45 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [7/200] Loss:[0.2995] Train:[94.94] Val:[40.24] Biased Test:[72.91] Update Biased Test:[94.64] Best Biased Test:[94.75]| Unbiased Test:[11.46]  Update Unbiased Test:[10.93] Best Unbiased Test:[11.46]| epoch:[2] | Time:[2.28 min] | [1.21%] [28.90%] [56.20%] [8.19%] [5.50%]
2023-10-07 13:20:04 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [8/200] Loss:[0.4634] Train:[93.00] Val:[35.48] Biased Test:[66.27] Update Biased Test:[94.64] Best Biased Test:[94.75]| Unbiased Test:[10.29]  Update Unbiased Test:[10.93] Best Unbiased Test:[11.46]| epoch:[2] | Time:[2.60 min] | [0.03%] [13.14%] [79.74%] [4.34%] [2.76%]
2023-10-07 13:20:23 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [9/200] Loss:[0.4078] Train:[93.29] Val:[48.84] Biased Test:[94.54] Update Biased Test:[94.64] Best Biased Test:[94.75]| Unbiased Test:[10.46]  Update Unbiased Test:[10.93] Best Unbiased Test:[11.46]| epoch:[2] | Time:[2.92 min] | [1.46%] [30.35%] [61.79%] [4.23%] [2.18%]
2023-10-07 13:20:42 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [10/200] Loss:[0.3428] Train:[94.94] Val:[45.94] Biased Test:[88.56] Update Biased Test:[94.64] Best Biased Test:[94.75]| Unbiased Test:[10.45]  Update Unbiased Test:[10.93] Best Unbiased Test:[11.46]| epoch:[2] | Time:[3.24 min] | [0.09%] [29.10%] [65.31%] [4.71%] [0.79%]
2023-10-07 13:21:02 | Train IMP:[1] spa[0.00%] spw:[0.00%] | Epoch [11/200] Loss:[0.3875] Train:[94.38] Val:[47.94] Biased Test:[91.74] Update Biased Test:[94.64] Best Biased Test:[94.75]| Unbiased Test:[10.31]  Update Unbiased Test:[10.93] Best Unbiased Test:[11.46]| epoch:[2] | Time:[3.56 min] | [2.41%] [14.64%] [78.97%] [2.76%] [1.23%]
